順位,名前,点数
3271,カワセコンピュータサプライ,61
3272,光ハイツ・ヴェラス,63
3273,マサル,66
3274,ＳＨＩＦＴ,1
3275,きんえい,77
3276,ファンドクリエーショングループ,72
3277,山田債権回収管理総合事務所,65
3278,日本研紙,118
3279,アサヒ衛陶,25
3280,石井工作研究所,78
3281,サハダイヤモンド,37
3282,サンバイオ,32
3283,ユビテック,66
3284,フリークアウト,87
3285,ウィルソン・ラーニング　ワールドワイド,66
3286,アイ・アールジャパンホールディングス,70
3287,中日本興業,83
3288,フォトクリエイト,77
3289,Ｇｕｎｏｓｙ,1
3290,アイティメディア,28
3291,エックスネット,64
3292,ｓａｎｔｅｃ,5
3293,小林洋行,98
3294,インターワークス,58
3295,中央経済社,59
3296,じげん,50
3297,システムインテグレータ,59
3298,ｅＢＡＳＥ,1
3299,日本ラッド,124
3300,ベステラ,62
3301,エプコ,76
3302,ユーグレナ,60
3303,スターツプロシード投資法人　投資証券,70
3304,ＧＭＯ　ＴＥＣＨ,1
3305,システムソフト,25
3306,Ｎ・フィールド,42
3307,ピクセラ,125
3308,ＮＦＫホールディングス,41
3309,イナリサーチ,51
3310,イトクロ,132
3311,アズジェント,35
3312,シンワアートオークション,67
3313,フィックスターズ,55
3314,ティムコ,57
3315,アンドール,76
3316,テクノ・セブン,94
3317,誠建設工業,81
3318,エスティック,51
3319,カヤック,152
3320,ワットマン,44
3321,２１ＬＡＤＹ,1
3322,ネクストジェン,51
3323,ネットワークバリューコンポネンツ,73
3324,雑貨屋ブルドッグ,104
3325,アークコア,134
3326,ファインデックス,58
3327,ヤマザキ,62
3328,アイサンテクノロジー,77
3329,プラネット,62
3330,アクトコール,101
3331,アルチザネットワークス,67
3332,テリロジー,126
3333,光彩工芸,98
3334,駅探,77
3335,ネクストウェア,41
3336,リアルワールド,102
3337,オルトプラス,93
3338,アジア開発キャピタル,70
3339,不二硝子,72
3340,精養軒,51
3341,オウケイウェイヴ,57
3342,マツモト,22
3343,アドバンテッジリスクマネジメント,78
3344,ブレインパッド,115
3345,ラ・アトレ,112
3346,日本ＰＣサービス,49
3347,夢展望,36
3348,リーダー電子,85
3349,ジャパン・ホテル・リート投資法人　投資証,68
3350,マーチャント・バンカーズ,63
3351,ファンデリー,58
3352,アジアゲートホールディングス,58
3353,アルファポリス,88
3354,大盛工業,86
3355,省電舎,54
3356,リスクモンスター,93
3357,アーバンライフ,58
3358,ＦＵＪＩＫＯＨ,1
3359,ＭＩＣＳ化学,82
3360,総医研ホールディングス,73
3361,地盤ネットホールディングス,57
3362,日本ファルコム,76
3363,伊豆シャボテンリゾート,61
3364,応用技術,33
3365,デジタルアドベンチャー,58
3366,ルーデン・ホールディングス,88
3367,ペプチドリーム,94
3368,イー・ガーディアン,41
3369,インタートレード,68
3370,イトーヨーギョー,53
3371,アルファクス・フード・システム,62
3372,メディア工房,52
3373,システム　ディ,24
3374,キタック,152
3375,セレス,76
3376,フュートレック,97
3377,妙徳,62
3378,アテクト,65
3379,ＧＭＯリサーチ,35
3380,トレイダーズホールディングス,77
3381,ディア・ライフ,44
3382,エニグモ,27
3383,ポバール興業,87
3384,ミナトホールディングス,52
3385,パルステック工業,72
3386,宮越ホールディングス,52
3387,フュージョンパートナー,66
3388,ＧＬＰ投資法人　投資証券,54
3389,大和コンピューター,91
3390,グランディーズ,64
3391,日本エマージェンシーアシスタンス,65
3392,ギガプライズ,68
3393,ニューテック,68
3394,アプリックスＩＰホールディングス,60
3395,ファーマフーズ,38
3396,アライドアーキテクツ,78
3397,ＡＳＩＡＮ　ＳＴＡＲ,18
3398,カワサキ,132
3399,オプティム,12
3400,インサイト,34
3401,マルマエ,72
3402,エムティジェネックス,45
3403,モジュレ,75
3404,レアジョブ,136
3405,スパンクリートコーポレーション,79
3406,日本エス・エイチ・エル,71
3407,バルクホールディングス,79
3408,ラクーン,150
3409,データ・アプリケーション,77
3410,イグニス,20
3411,トレンダーズ,71
3412,ディー・エル・イー,58
3413,バリューＨＲ,58
3414,ＩＴｂｏｏｋ,13
3415,エンバイオ・ホールディングス,50
3416,トランスジェニック,82
3417,シンバイオ製薬,56
3418,メディカル・データ・ビジョン,75
3419,富士山マガジンサービス,54
3420,北の達人コーポレーション,79
3421,夢みつけ隊,45
3422,エーワン精密,35
3423,大崎エンジニアリング,78
3424,ワイエスフード,31
3425,日本動物高度医療センター,71
3426,トミタ電機,70
3427,テラ,100
3428,エイティング,31
3429,いい生活,63
3430,ジャストプランニング,57
3431,エムビーエス,31
3432,メディネット,36
3433,ソケッツ,77
3434,情報企画,93
3435,レッド・プラネット・ジャパン,80
3436,アドバンスト・メディア,37
3437,ピーエイ,77
3438,エスポア,65
3439,ウィズ,26
3440,アイ・ピー・エス,50
3441,エム・エイチ・グループ,46
3442,ブランジスタ,113
3443,データホライゾン,57
3444,エクストリーム,87
3445,Ｍ＆Ａキャピタルパートナーズ,60
3446,ケイブ,193
3447,ケアネット,68
3448,ソノコム,57
3449,武蔵野興業,56
3450,テラスカイ,106
3451,アウンコンサルティング,82
3452,インスペック,110
3453,五洋インテックス,86
3454,フライトホールディングス,70
3455,細谷火工,53
3456,モバイルファクトリー,69
3457,横田製作所,81
3458,オウチーノ,28
3459,いちごオフィスリート投資法人　投資証券,61
3460,ジーダット,46
3461,アクロディア,106
3462,コネクトホールディングス,70
3463,アドベンチャー,40
3464,みんなのウェディング,38
3465,エリアクエスト,88
3466,アトラ,76
3467,コラボス,137
3468,イメージ　ワン,30
3469,サイバーステップ,30
3470,インフォテリア,48
3471,アーキテクツ・スタジオ・ジャパン,67
3472,小島鉄工所,95
3473,ジェイホールディングス,49
3474,ビリングシステム,66
3475,ホロン,83
3476,ヒーハイスト精工,49
3477,モルフォ,50
3478,エンカレッジ・テクノロジ,82
3479,ロックオン,132
3480,ジャパン・ティッシュ・エンジニアリング,73
3481,ＳＯＬ　Ｈｏｌｄｉｎｇｓ,8
3482,ビーマップ,36
3483,フォーシーズホールディングス,56
3484,カーディナル,100
3485,日本メディカルネットコミュニケーションズ,66
3486,コムシード,72
3487,ＡＳＪ,1
3488,メディアシーク,55
3489,エスクロー・エージェント・ジャパン,71
3490,ウェルス・マネジメント,43
3491,リンクバル,126
3492,ＣＲＩ・ミドルウェア,31
3493,アエリア,80
3494,エス・サイエンス,32
3495,ＵＭＮファーマ,7
3496,システム・ロケーション,83
3497,メディアファイブ,45
3498,ピクスタ,125
3499,テスク,66
3500,ぷらっとホーム,51
3501,図研エルミック,96
3502,マークラインズ,101
3503,ジャパンインベストメントアドバイザー,62
3504,アイフリークモバイル,75
3505,エイジア,35
3506,ホットリンク,110
3507,オークファン,55
3508,ショーケース・ティービー,64
3509,ｓＭｅｄｉｏ,8
3510,システム・テクノロジー・アイ,68
3511,サイジニア,22
3512,メドピア,70
3513,デザインワン・ジャパン,63
3514,ＡＬＢＥＲＴ,1
3515,ファーストロジック,82
3516,アンジェス　ＭＧ,16
3517,ＪＡＬＣＯホールディングス,35
3518,ユビキタス,50
3519,ＦＦＲＩ,15
3520,コモンウェルス・エンターテインメント,66
3521,アビックス,72
3522,イメージ情報開発,58
3523,フューチャーベンチャーキャピタル,80
3524,ＭＲＴ,1
3525,クレアホールディングス,74
3526,エコナックホールディングス,71
3527,アイビーシー,55
3528,エコミック,128
3529,オンコセラピー・サイエンス,66
3530,エムケイシステム,55
3531,アイリッジ,88
3532,ランド,100
3533,免疫生物研究所,80
3534,セキュアヴェイル,76
3535,弁護士ドットコム,70
3536,ヒューマン・メタボローム・テクノロジーズ,67
3537,フォーバル・リアルストレート,70
3538,ガーラ,100
3539,ジェクシード,68
3540,ナノキャリア,101
3541,比較．ｃｏｍ,75
3542,クラスターテクノロジー,78
3543,ＣＹＢＥＲＤＹＮＥ,13
3544,パス,100
3545,ディー・ディー・エス,44
3546,カルナバイオサイエンス,73
3547,テクノマセマティカル,74
3548,クリムゾン,126
3549,ドーン,50
3550,リプロセル,112
3551,日本テクノ・ラボ,77
3552,石垣食品,98
3553,Ｔ＆Ｃホールディングス,41
3554,ジグソー,37
3555,フォーサイド,31
3556,御園座,20
3557,リボミック,126
3558,ｆｏｎｆｕｎ,20
3559,ジーエヌアイグループ,55
3560,パルマ,166
3561,ツノダ,26
3562,ディジタルメディアプロフェッショナル,63
3563,北日本紡績,90
3564,ＲＩＳＥ,1
3565,ソフトフロント,65
3566,花月園観光,98
3567,燦キャピタルマネージメント,70
3568,データセクション,65
3569,ＤＮＡチップ研究所,70
3570,メディビックグループ,78
3571,ジェイ・エスコムホールディングス,60
3572,ジーンテクノサイエンス,55
3573,ウインテスト,28
3574,ヘリオス,72
3575,カイオム・バイオサイエンス,48
3576,ジオネクスト,51
3577,ＭＡＧねっとホールディングス,42
3578,エル・シー・エーホールディングス,78
3579,デジタルデザイン,71
3580,ラクオリア創薬,77
3581,アジェット,32
3582,スリー・ディー・マトリックス,71
3583,セルシード,78
3584,デ・ウエスタン・セラピテクス研究所,61
3585,キャンバス,70
3586,オンコリスバイオファーマ,71
3587,メドレックス,105
3588,エスケーホーム,64
3589,北弘電社,100
3590,川崎設備工業,71
3591,日糧製パン,80
3592,ベクター,75
3593,Ｏａｋ　キャピタル,64
3594,マクニカ・富士エレホールディングス,56
3595,ユナイテッド・スーパーマーケット・ホール,72
3596,大和ハウスリート投資法人　投資証券,67
3597,ケネディクス・レジデンシャル投資法人　投,65
3598,アクティビア・プロパティーズ投資法人　投,55
3599,コンフォリア・レジデンシャル投資法人　投,64
3600,日本プロロジスリート投資法人　投資証券,68
3601,星野リゾート・リート投資法人　投資証券,70
3602,ＳＩＡ不動産投資法人　投資証券,53
3603,イオンリート投資法人　投資証券,73
3604,ヒューリックリート投資法人　投資証券,72
3605,日本リート投資法人　投資証券,72
3606,インベスコ・オフィス・ジェイリート投資法,56
3607,日本ヘルスケア投資法人　投資証券,68
3608,積水ハウス・リート投資法人　投資証券,63
3609,大木ヘルスケアホールディングス,63
3610,トーセイ・リート投資法人　投資証券,69
3611,ケネディクス商業リート投資法人　投資証券,66
3612,ヘルスケア＆メディカル投資法人　投資証券,62
3613,サムティ・レジデンシャル投資法人　投資証,68
3614,ジャパン・シニアリビング投資法人　投資証,71
3615,野村不動産マスターファンド投資法人　投資,54
3616,クラウドワークス,86
3617,パイプドＨＤ,51
3618,メディシノバ・インク,50
3619,コスモエネルギーホールディングス,72
3620,ライフネット生命保険,73
3621,全国保証,100
3622,今村証券,86
3623,九州フィナンシャルグループ,68
3624,ワークマン,66
3625,日本創発グループ,78
3626,中部水産,62
3627,日本銀行,106
3628,中部証券金融,83
3629,ポケットカード,101
3630,福岡中央銀行,73
3631,豊和銀行,92
3632,光世証券,83
3633,水戸証券,68
3634,松井証券,67
3635,丸八証券,93
3636,カブドットコム証券,85
3637,フジトミ,20
3638,第一商品,46
3639,アサックス,68
3640,ＧＦＡ,1
3641,ＵＣＳ,1
3642,Ｃ＆Ｆロジホールディングス,64
